00000000,11000,1122
00000000,12000,1104
00000000,13000,1013
00000000,100000,10040
00000000,100100,10040
00000000,100200,10040
00000000,100300,10040
00000000,100400,10040
00000000,100500,10040
00000000,100600,10040
00000000,100700,10040
00000000,100800,10040
00000000,100900,10040
00000000,101000,10040
00000000,1000000,10000
00000000,1000100,10000
00000000,1000200,10000
00000000,1000300,10000
00000000,1000400,10000
00000000,1000500,10000
00000000,1000600,10000
00000000,1000700,10000
00000000,1000800,10000
00000000,1000900,10000
00000000,1001000,10000
00000000,1001100,10000
00000000,1001200,10000
00000000,1010000,10001
00000000,1020000,10002
00000000,1020100,10002
00000000,1020200,10002
00000000,1020300,10002
00000000,1020400,10002
00000000,1020500,10002
00000000,1020600,10002
00000000,1020700,10002
00000000,1020800,10002
00000000,1020900,10002
00000000,1021000,10002
00000000,1021100,10002
00000000,1021200,10002
00000000,1030000,10003
00000000,1030100,10003
00000000,1030200,10003
00000000,1030300,10003
00000000,1030400,10003
00000000,1030500,10003
00000000,1030600,10003
00000000,1030700,10003
00000000,1030800,10003
00000000,1030900,10003
00000000,1031000,10003
00000000,1031100,10003
00000000,1031200,10003
00000000,1040000,10004
00000000,1050000,10005
00000000,1060000,10006
00000000,1060100,10006
00000000,1060200,10006
00000000,1060300,10006
00000000,1060400,10006
00000000,1060500,10006
00000000,1060600,10006
00000000,1060700,10006
00000000,1060800,10006
00000000,1060900,10006
00000000,1061000,10006
00000000,1061100,10006
00000000,1061200,10006
00000000,1070000,10007
00000000,1080000,10008
00000000,1090000,10009
00000000,1090100,10009
00000000,1090200,10009
00000000,1090300,10009
00000000,1090400,10009
00000000,1090500,10009
00000000,1090600,10009
00000000,1090700,10009
00000000,1090800,10009
00000000,1090900,10009
00000000,1091000,10009
00000000,1091100,10009
00000000,1091200,10009
00000000,1100000,10010
00000000,1100100,10010
00000000,1100200,10010
00000000,1100300,10010
00000000,1100400,10010
00000000,1100500,10010
00000000,1100600,10010
00000000,1100700,10010
00000000,1100800,10010
00000000,1100900,10010
00000000,1101000,10010
00000000,1101100,10010
00000000,1101200,10010
00000000,1110000,10011
00000000,1130000,10013
00000000,1140000,10014
00000000,1140100,10014
00000000,1140200,10014
00000000,1140300,10014
00000000,1140400,10014
00000000,1140500,10014
00000000,1140600,10014
00000000,1140700,10014
00000000,1140800,10014
00000000,1140900,10014
00000000,1141000,10014
00000000,1141100,10014
00000000,1141200,10014
00000000,1150000,10015
00000000,1150100,10015
00000000,1150200,10015
00000000,1150300,10015
00000000,1150400,10015
00000000,1150500,10015
00000000,1150600,10015
00000000,1150700,10015
00000000,1150800,10015
00000000,1150900,10015
00000000,1151000,10015
00000000,1151100,10015
00000000,1151200,10015
00000000,1160000,10016
00000000,1190000,10016
00000000,1910000,10004
00000000,2000000,10040
00000000,2000100,10040
00000000,2000200,10040
00000000,2000300,10040
00000000,2000400,10040
00000000,2000500,10040
00000000,2000600,10040
